tweet_id,favorites,retweets,followers_count
784517518371221505,9662,2799,7413795
784431430411685888,6131,1414,7414394
784183165795655680,21646,8909,7413795
784057939640352768,32176,12306,7413795
783839966405230592,32337,11938,7413795
783821107061198850,7929,2169,7413795
783695101801398276,11241,3559,7413795
783466772167098368,9089,2487,7413795
783391753726550016,18152,6084,7413795
783347506784731136,0,6180,7413795
783334639985389568,31452,12950,7413795
783085703974514689,8753,2453,7413795
782969140009107456,25930,8117,7413795
782747134529531904,8034,1540,7413795
782722598790725632,18566,5957,7413795
782598640137187329,8364,2066,7413795
782305867769217024,17929,6150,7413795
782021823840026624,0,6878,7413795
781955203444699136,11941,3707,7413795
781661882474196992,11238,2985,7413795
781655249211752448,4303,1237,7413795
781524693396357120,22299,6108,7413795
781308096455073793,7660,2804,7413795
781251288990355457,9066,2315,7413795
781163403222056960,10497,3006,7413795
780931614150983680,23253,8096,7413795
780858289093574656,7729,2197,7413795
780800785462489090,5930,1430,7413795
780601303617732608,12986,3664,7413795
780543529827336192,6771,1909,7413795
780496263422808064,0,4091,7413795
780476555013349377,0,128,7413795
780459368902959104,5676,1175,7413795
780192070812196864,9356,2462,7413795
780092040432480260,0,2532,7413795
780074436359819264,13151,5504,7413795
779834332596887552,20399,7807,7413794
779377524342161408,9471,3425,7413794
779124354206535695,0,20273,7413794
779123168116150273,12679,4008,7413794
779056095788752897,15888,4976,7413795
778990705243029504,21531,8013,7413795
778774459159379968,0,10968,7413795
778764940568104960,920,403,7413795
778748913645780993,7405,1468,7413795
778650543019483137,6198,1643,7413795
778624900596654080,5001,1117,7413795
778408200802557953,14646,4788,7413795
778396591732486144,0,13473,7413795
778383385161035776,6260,1212,7413795
778286810187399168,11164,3641,7413795
778039087836069888,9099,2892,7413795
778027034220126208,7037,1784,7413795
777953400541634568,0,3873,7413795
777885040357281792,6825,1810,7413795
777684233540206592,12045,3246,7413795
777641927919427584,0,4671,7413795
777621514455814149,9412,2741,7413795
777189768882946048,15360,4764,7413795
776819012571455488,0,15115,7413795
776813020089548800,5233,1328,7413795
776477788987613185,9492,3085,7414394
776249906839351296,0,10067,7413795
776218204058357768,32186,17556,7413795
776201521193218049,10283,2775,7413795
776113305656188928,12593,4779,7413795
776088319444877312,1968,167,7413795
775898661951791106,0,18032,7413795
775842724423557120,12558,2946,7413795
775733305207554048,14835,4403,7413795
775729183532220416,13842,5020,7413795
775364825476165632,7957,3269,7413795
775350846108426240,10870,4297,7413795
775085132600442880,16655,5193,7413795
774757898236878852,9141,1944,7413795
774639387460112384,7193,1911,7413795
774314403806253056,23323,6137,7413795
773985732834758656,11506,4261,7413795
773922284943896577,6848,1902,7413795
773704687002451968,7068,1801,7413795
773670353721753600,5694,1422,7413795
773547596996571136,23639,6759,7413795
773336787167145985,0,5587,7413795
773308824254029826,24874,8196,7413795
773247561583001600,10079,3524,7413795
773191612633579521,10696,4507,7413795
772877495989305348,9183,4249,7413795
772826264096874500,8537,2550,7413795
772615324260794368,0,3694,7413795
772581559778025472,6930,1848,7413795
772193107915964416,6418,1515,7413795
772152991789019136,4046,1228,7413795
772117678702071809,4009,803,7413795
772114945936949249,2901,517,7413795
772102971039580160,4292,1014,7413795
771908950375665664,7039,2084,7413795
771770456517009408,12847,3729,7413795
771500966810099713,8852,2875,7413795
771380798096281600,11263,5587,7413795
771171053431250945,0,8289,7413795
771136648247640064,9836,3209,7413795
771102124360998913,6669,1571,7413795
771014301343748096,7351,1812,7413795
771004394259247104,0,240,7413795
770787852854652928,5309,1339,7413795
770772759874076672,5559,1551,7413795
770655142660169732,7827,1905,7413795
770414278348247044,6729,2258,7413795
770293558247038976,6673,1630,7413795
770093767776997377,0,3323,7413795
770069151037685760,8108,2524,7413795
769940425801170949,33651,10575,7413795
769695466921623552,6834,1821,7413795
769335591808995329,0,8411,7413795
769212283578875904,5769,1873,7413795
768970937022709760,15403,7156,7413795
768909767477751808,0,2955,7413795
768855141948723200,4482,971,7413795
768609597686943744,4401,1327,7413795
768596291618299904,5368,1398,7413795
768554158521745409,0,6367,7413795
768473857036525572,14563,3744,7413795
768193404517830656,11653,3873,7413795
767884188863397888,5075,1534,7413795
767754930266464257,17142,5886,7413795
767500508068192258,8005,2547,7413795
767191397493538821,13120,4166,7413795
767122157629476866,10820,3123,7413795
766864461642756096,0,6192,7413795
766793450729734144,5431,1486,7413795
